Item1,Occurrences
domestic eggs,242
fruit/vegetable juice,67
instant coffee,3756
oil,1003
cream cheese ,190
sugar,58
chewing gum,1052
chocolate,1354
shopping bags,7794
female sanitary products,7842
frozen meals,59
chocolate,1354
pastry,25
roll products ,2305
whipped/sour cream,266
sugar,58
chocolate,1354
meat spreads,2442
brown bread,19
decalcifier,9487
rolls/buns,40
rolls/buns,40
newspapers,2700
other vegetables,5
detergent,1811
margarine,247
cat food,883
sugar,58
newspapers,2700
baking powder,305
napkins,1190
soda,75
margarine,247
long life bakery product,2227
bottled beer,288
sugar,58
pastry,25
rolls/buns,40
frozen meals,59
sugar,58
salty snack,2338
frozen vegetables,430
domestic eggs,242
margarine,247
candles,9549
white bread,390
margarine,247
ketchup,10127
shopping bags,7794
brown bread,19
rolls/buns,40
detergent,1811
brown bread,19
bottled water,17
domestic eggs,242
brown bread,19
waffles,2674
hard cheese,189
flour,57
soda,75
dessert,135
rolls/buns,40
soda,75
yogurt,20
napkins,1190
butter,13
domestic eggs,242
rolls/buns,40
sauces,1263
herbs,62
brown bread,19
sweet spreads,1539
pasta,113
pastry,25
misc. beverages,169
domestic eggs,242
coffee,64
long life bakery product,2227
canned beer,597
napkins,1190
snack products,1921
misc. beverages,169
flour,57
pickled vegetables,201
margarine,247
rolls/buns,40
candy,4785
yogurt,20
sliced cheese,704
soda,75
pasta,113
specialty chocolate,733
UHT-milk,225
soda,75
processed cheese,1225
root vegetables,22
whole milk,6
yogurt,20
softener,4148
coffee,64
cereals,2430
hard cheese,189
dessert,135
coffee,64
napkins,1190
grapes,70
waffles,2674
soda,75
frozen meals,59
domestic eggs,242
chewing gum,1052
long life bakery product,2227
domestic eggs,242
pickled vegetables,201
soda,75
cream cheese ,190
candy,4785
pet care,377
salty snack,2338
oil,1003
yogurt,20
yogurt,20
candy,4785
misc. beverages,169
popcorn,873
coffee,64
canned vegetables,3421
rolls/buns,40
syrup,10250
hard cheese,189
whipped/sour cream,266
newspapers,2700
pastry,25
shopping bags,7794
oil,1003
shopping bags,7794
white wine,381
chewing gum,1052
cake bar,5952
napkins,1190
fruit/vegetable juice,67
bottled water,17
brown bread,19
sliced cheese,704
shopping bags,7794
fruit/vegetable juice,67
candy,4785
nut snack,8052
shopping bags,7794
rolls/buns,40
house keeping products,9104
waffles,2674
soda,75
brown bread,19
waffles,2674
chocolate,1354
dishes,8726
bottled water,17
margarine,247
specialty bar,3822
margarine,247
margarine,247
sliced cheese,704
jam,6530
rolls/buns,40
bottled water,17
cat food,883
curd,102
red/blush wine,49
margarine,247
newspapers,2700
other vegetables,5
napkins,1190
long life bakery product,2227
bottled beer,288
napkins,1190
chewing gum,1052
candy,4785
bottled water,17
shopping bags,7794
sweet spreads,1539
chewing gum,1052
waffles,2674
curd cheese,48
specialty vegetables,12342
canned beer,597
canned fish,6376
waffles,2674
shopping bags,7794
shopping bags,7794
flower (seeds),8362
margarine,247
specialty chocolate,733
soda,75
candy,4785
dental care,2148
candy,4785
rolls/buns,40
coffee,64
whisky,2633
dishes,8726
rolls/buns,40
frozen vegetables,430
bottled water,17
candy,4785
brown bread,19
salty snack,2338
margarine,247
misc. beverages,169
sparkling wine,734
newspapers,2700
canned vegetables,3421
domestic eggs,242
fruit/vegetable juice,67
red/blush wine,49
Instant food products,2806
whipped/sour cream,266
hygiene articles,3410
fruit/vegetable juice,67
flour,57
frozen meals,59
curd,102
soda,75
soda,75
bottled water,17
dishes,8726
domestic eggs,242
newspapers,2700
napkins,1190
cat food,883
semi-finished bread,2936
pastry,25
sugar,58
brown bread,19
spread cheese,554
shopping bags,7794
curd,102
margarine,247
shopping bags,7794
pickled vegetables,201
chocolate,1354
coffee,64
yogurt,20
yogurt,20
chocolate,1354
soda,75
domestic eggs,242
cream cheese ,190
long life bakery product,2227
waffles,2674
artif. sweetener,769
fruit/vegetable juice,67
butter,13
hard cheese,189
coffee,64
rolls/buns,40
domestic eggs,242
bottled beer,288
detergent,1811
bottled beer,288
soda,75
soda,75
margarine,247
other vegetables,5
salty snack,2338
soda,75
bottled water,17
shopping bags,7794
napkins,1190
flower (seeds),8362
soda,75
spices,8145
whole milk,6
shopping bags,7794
chocolate,1354
rum,9402
rolls/buns,40
yogurt,20
rolls/buns,40
margarine,247
butter,13
shopping bags,7794
candy,4785
dishes,8726
chocolate,1354
newspapers,2700
soda,75
other vegetables,5
dessert,135
whipped/sour cream,266
newspapers,2700
rolls/buns,40
potato products,686
roll products ,2305
detergent,1811
fruit/vegetable juice,67
domestic eggs,242
salt,258
specialty cheese,312
red/blush wine,49
margarine,247
photo/film,2198
specialty chocolate,733
shopping bags,7794
curd,102
soda,75
rice,8479
waffles,2674
seasonal products,3252
frozen vegetables,430
dental care,2148
female sanitary products,7842
frozen fish,729
specialty vegetables,12342
frozen meals,59
frozen fish,729
whole milk,6
napkins,1190
butter,13
dental care,2148
butter milk,14
frozen vegetables,430
specialty chocolate,733
margarine,247
frozen fish,729
long life bakery product,2227
whole milk,6
long life bakery product,2227
spices,8145
domestic eggs,242
cream cheese ,190
napkins,1190
dishes,8726
bottled beer,288
sliced cheese,704
softener,4148
cream cheese ,190
frozen vegetables,430
whipped/sour cream,266
pastry,25
shopping bags,7794
candles,9549
newspapers,2700
processed cheese,1225
brandy,2983
semi-finished bread,2936
other vegetables,5
soda,75
soups,1551
whipped/sour cream,266
pastry,25
salty snack,2338
sugar,58
hard cheese,189
bottled water,17
instant coffee,3756
soda,75
shopping bags,7794
margarine,247
vinegar,584
liquor (appetizer),8273
seasonal products,3252
tea,9414
shopping bags,7794
coffee,64
curd,102
bottled beer,288
UHT-milk,225
pastry,25
pasta,113
cake bar,5952
mayonnaise,2099
frozen vegetables,430
butter milk,14
specialty chocolate,733
baking powder,305
newspapers,2700
newspapers,2700
margarine,247
canned fish,6376
pot plants,5006
waffles,2674
abrasive cleaner,3085
yogurt,20
butter milk,14
whole milk,6
specialty chocolate,733
cream cheese ,190
domestic eggs,242
bottled water,17
shopping bags,7794
yogurt,20
newspapers,2700
frozen potato products,982
newspapers,2700
baking powder,305
ketchup,10127
shopping bags,7794
butter,13
flour,57
dish cleaner,300
hard cheese,189
soda,75
curd cheese,48
flour,57
red/blush wine,49
rolls/buns,40
butter,13
liqueur,25212
waffles,2674
fruit/vegetable juice,67
frozen vegetables,430
napkins,1190
oil,1003
salty snack,2338
shopping bags,7794
soda,75
bottled beer,288
domestic eggs,242
waffles,2674
processed cheese,1225
candles,9549
cereals,2430
pickled vegetables,201
whipped/sour cream,266
bottled beer,288
soda,75
frozen meals,59
soda,75
soda,75
napkins,1190
oil,1003
seasonal products,3252
decalcifier,9487
pastry,25
dishes,8726
red/blush wine,49
cat food,883
frozen vegetables,430
whole milk,6
long life bakery product,2227
sliced cheese,704
red/blush wine,49
bottled water,17
sparkling wine,734
candy,4785
white bread,390
Instant food products,2806
napkins,1190
cat food,883
dish cleaner,300
shopping bags,7794
shopping bags,7794
whole milk,6
popcorn,873
specialty cheese,312
roll products ,2305
flower (seeds),8362
domestic eggs,242
photo/film,2198
chocolate,1354
long life bakery product,2227
waffles,2674
dog food,1113
soda,75
rolls/buns,40
canned vegetables,3421
bottled water,17
specialty chocolate,733
domestic eggs,242
bottled water,17
waffles,2674
frozen meals,59
curd,102
shopping bags,7794
white bread,390
shopping bags,7794
shopping bags,7794
waffles,2674
yogurt,20
whole milk,6
soda,75
frozen vegetables,430
waffles,2674
semi-finished bread,2936
long life bakery product,2227
pastry,25
cat food,883
specialty bar,3822
pickled vegetables,201
newspapers,2700
dog food,1113
chocolate,1354
soft cheese,2032
hygiene articles,3410
soda,75
kitchen towels,12689
pastry,25
rolls/buns,40
soda,75
other vegetables,5
fruit/vegetable juice,67
other vegetables,5
domestic eggs,242
decalcifier,9487
fruit/vegetable juice,67
dog food,1113
bottled beer,288
salty snack,2338
soda,75
napkins,1190
house keeping products,9104
bottled water,17
napkins,1190
cat food,883
misc. beverages,169
chocolate,1354
meat spreads,2442
pasta,113
sugar,58
waffles,2674
cleaner,166
whipped/sour cream,266
hygiene articles,3410
shopping bags,7794
prosecco,927
brown bread,19
brown bread,19
pickled vegetables,201
cereals,2430
domestic eggs,242
waffles,2674
honey,5992
candles,9549
bottled water,17
frozen vegetables,430
domestic eggs,242
pot plants,5006
whipped/sour cream,266
rolls/buns,40
soda,75
frozen vegetables,430
soda,75
other vegetables,5
soft cheese,2032
butter milk,14
baking powder,305
frozen dessert,582
bottled water,17
specialty cheese,312
flower (seeds),8362
detergent,1811
butter,13
pastry,25
coffee,64
dish cleaner,300
kitchen towels,12689
meat spreads,2442
liquor (appetizer),8273
specialty fat,1843
processed cheese,1225
chewing gum,1052
mustard,1594
snack products,1921
cake bar,5952
newspapers,2700
rum,9402
curd,102
flour,57
soda,75
coffee,64
whole milk,6
semi-finished bread,2936
pastry,25
margarine,247
bottled water,17
soda,75
hygiene articles,3410
soft cheese,2032
cream cheese ,190
softener,4148
bottled beer,288
curd,102
soda,75
waffles,2674
semi-finished bread,2936
bottled beer,288
abrasive cleaner,3085
frozen vegetables,430
pastry,25
soft cheese,2032
soda,75
cat food,883
flower (seeds),8362
salty snack,2338
whipped/sour cream,266
pastry,25
frozen dessert,582
newspapers,2700
whipped/sour cream,266
pasta,113
frozen dessert,582
spices,8145
semi-finished bread,2936
shopping bags,7794
frozen vegetables,430
rolls/buns,40
brown bread,19
newspapers,2700
pot plants,5006
waffles,2674
whipped/sour cream,266
butter,13
whipped/sour cream,266
soda,75
soda,75
margarine,247
domestic eggs,242
canned beer,597
coffee,64
shopping bags,7794
soda,75
oil,1003
dishes,8726
sliced cheese,704
hygiene articles,3410
chocolate,1354
cream cheese ,190
bottled beer,288
misc. beverages,169
shopping bags,7794
semi-finished bread,2936
root vegetables,22
fruit/vegetable juice,67
cereals,2430
bottled water,17
bottled water,17
frozen vegetables,430
artif. sweetener,769
bottled beer,288
candy,4785
white bread,390
root vegetables,22
brown bread,19
pasta,113
bottled beer,288
berries,30
ready soups,18270
shopping bags,7794
shopping bags,7794
pastry,25
domestic eggs,242
sugar,58
waffles,2674
salty snack,2338
butter milk,14
whole milk,6
roll products ,2305
zwieback,1081
nut snack,8052
baking powder,305
other vegetables,5
bottled water,17
candles,9549
soda,75
soft cheese,2032
margarine,247
yogurt,20
frozen meals,59
chocolate,1354
flour,57
candy,4785
salt,258
candy,4785
dishes,8726
hygiene articles,3410
hard cheese,189
fruit/vegetable juice,67
newspapers,2700
chocolate,1354
pastry,25
sweet spreads,1539
rolls/buns,40
canned vegetables,3421
chocolate,1354
brown bread,19
flour,57
domestic eggs,242
whole milk,6
white bread,390
yogurt,20
soda,75
sliced cheese,704
canned beer,597
detergent,1811
newspapers,2700
napkins,1190
curd,102
sugar,58
flower (seeds),8362
other vegetables,5
salty snack,2338
ice cream,173
newspapers,2700
rolls/buns,40
meat spreads,2442
rolls/buns,40
rolls/buns,40
ice cream,173
fruit/vegetable juice,67
dish cleaner,300
margarine,247
yogurt,20
margarine,247
rice,8479
oil,1003
detergent,1811
waffles,2674
domestic eggs,242
yogurt,20
packaged fruit/vegetables,39
canned beer,597
other vegetables,5
white wine,381
whipped/sour cream,266
chocolate,1354
root vegetables,22
napkins,1190
red/blush wine,49
pot plants,5006
chocolate,1354
dental care,2148
margarine,247
specialty vegetables,12342
cream cheese ,190
rolls/buns,40
UHT-milk,225
shopping bags,7794
soft cheese,2032
domestic eggs,242
salty snack,2338
organic products,5770
newspapers,2700
bottled beer,288
pasta,113
cream cheese ,190
pot plants,5006
white bread,390
specialty chocolate,733
pasta,113
pasta,113
brown bread,19
salty snack,2338
yogurt,20
salty snack,2338
whole milk,6
soda,75
whipped/sour cream,266
pasta,113
pudding powder,16242
chocolate,1354
chocolate,1354
hard cheese,189
frozen vegetables,430
cat food,883
bottled beer,288
chewing gum,1052
salty snack,2338
potato products,686
bottled beer,288
cream,7562
bottled water,17
domestic eggs,242
detergent,1811
bottled beer,288
artif. sweetener,769
other vegetables,5
napkins,1190
dishes,8726
soda,75
chocolate,1354
softener,4148
chocolate,1354
Instant food products,2806
frozen fruits,1125
rolls/buns,40
pastry,25
rolls/buns,40
soda,75
fruit/vegetable juice,67
pastry,25
soda,75
soda,75
bottled water,17
bottled beer,288
rolls/buns,40
whole milk,6
white bread,390
domestic eggs,242
soda,75
soda,75
seasonal products,3252
sugar,58
frozen vegetables,430
softener,4148
cake bar,5952
fruit/vegetable juice,67
hygiene articles,3410
cream cheese ,190
newspapers,2700
fruit/vegetable juice,67
flower (seeds),8362
whipped/sour cream,266
canned fish,6376
margarine,247
house keeping products,9104
coffee,64
spices,8145
white wine,381
baking powder,305
napkins,1190
popcorn,873
pickled vegetables,201
chocolate,1354
waffles,2674
candles,9549
long life bakery product,2227
cake bar,5952
semi-finished bread,2936
napkins,1190
shopping bags,7794
sweet spreads,1539
brown bread,19
white wine,381
chocolate,1354
fruit/vegetable juice,67
spread cheese,554
shopping bags,7794
candy,4785
chewing gum,1052
bottled water,17
yogurt,20
canned beer,597
detergent,1811
hygiene articles,3410
yogurt,20
nut snack,8052
hard cheese,189
napkins,1190
fruit/vegetable juice,67
butter milk,14
newspapers,2700
spices,8145
canned beer,597
popcorn,873
oil,1003
shopping bags,7794
napkins,1190
fruit/vegetable juice,67
newspapers,2700
yogurt,20
long life bakery product,2227
chewing gum,1052
candy,4785
white bread,390
rolls/buns,40
popcorn,873
canned fish,6376
sugar,58
dessert,135
butter,13
hygiene articles,3410
detergent,1811
frozen vegetables,430
newspapers,2700
napkins,1190
canned fish,6376
shopping bags,7794
sugar,58
fruit/vegetable juice,67
soda,75
candy,4785
candy,4785
chocolate,1354
flour,57
shopping bags,7794
white bread,390
fruit/vegetable juice,67
shopping bags,7794
whipped/sour cream,266
newspapers,2700
soda,75
pastry,25
whole milk,6
